score,TARGET,score_bin
709.13,1,"(706.339, 714.108]"
758.7,0,"(747.821, 763.22]"
715.29,0,"(714.108, 719.884]"
741.66,0,"(738.213, 742.46]"
719.0,0,"(714.108, 719.884]"
710.07,1,"(706.339, 714.108]"
708.77,0,"(706.339, 714.108]"
750.32,1,"(747.821, 763.22]"
702.28,0,"(692.399, 706.339]"
719.99,1,"(719.884, 725.226]"
698.77,0,"(692.399, 706.339]"
717.5,0,"(714.108, 719.884]"
726.75,0,"(725.226, 729.815]"
713.28,0,"(706.339, 714.108]"
743.43,0,"(742.46, 747.821]"
719.38,0,"(714.108, 719.884]"
735.76,0,"(733.84, 738.213]"
746.99,0,"(742.46, 747.821]"
743.04,0,"(742.46, 747.821]"
711.76,0,"(706.339, 714.108]"
753.85,0,"(747.821, 763.22]"
747.96,0,"(747.821, 763.22]"
745.83,0,"(742.46, 747.821]"
715.84,0,"(714.108, 719.884]"
738.21,0,"(733.84, 738.213]"
747.01,0,"(742.46, 747.821]"
736.36,0,"(733.84, 738.213]"
734.21,0,"(733.84, 738.213]"
755.86,0,"(747.821, 763.22]"
732.67,1,"(729.815, 733.84]"
711.22,0,"(706.339, 714.108]"
698.84,1,"(692.399, 706.339]"
712.44,0,"(706.339, 714.108]"
713.59,0,"(706.339, 714.108]"
755.88,0,"(747.821, 763.22]"
703.33,1,"(692.399, 706.339]"
710.84,0,"(706.339, 714.108]"
743.33,0,"(742.46, 747.821]"
719.96,0,"(719.884, 725.226]"
741.29,0,"(738.213, 742.46]"
706.91,0,"(706.339, 714.108]"
724.52,0,"(719.884, 725.226]"
732.66,0,"(729.815, 733.84]"
727.73,0,"(725.226, 729.815]"
718.73,0,"(714.108, 719.884]"
745.12,0,"(742.46, 747.821]"
719.51,0,"(714.108, 719.884]"
738.8,0,"(738.213, 742.46]"
698.46,0,"(692.399, 706.339]"
717.43,0,"(714.108, 719.884]"
726.68,0,"(725.226, 729.815]"
735.2,0,"(733.84, 738.213]"
708.01,0,"(706.339, 714.108]"
737.17,0,"(733.84, 738.213]"
728.6,0,"(725.226, 729.815]"
754.23,0,"(747.821, 763.22]"
751.03,0,"(747.821, 763.22]"
751.6,0,"(747.821, 763.22]"
742.35,0,"(738.213, 742.46]"
739.63,0,"(738.213, 742.46]"
731.43,0,"(729.815, 733.84]"
702.99,0,"(692.399, 706.339]"
731.53,0,"(729.815, 733.84]"
728.39,0,"(725.226, 729.815]"
749.54,0,"(747.821, 763.22]"
718.23,0,"(714.108, 719.884]"
703.4,0,"(692.399, 706.339]"
740.45,0,"(738.213, 742.46]"
739.87,0,"(738.213, 742.46]"
755.25,0,"(747.821, 763.22]"
730.73,0,"(729.815, 733.84]"
716.26,0,"(714.108, 719.884]"
737.42,0,"(733.84, 738.213]"
700.59,1,"(692.399, 706.339]"
724.28,0,"(719.884, 725.226]"
716.63,0,"(714.108, 719.884]"
736.76,0,"(733.84, 738.213]"
746.36,0,"(742.46, 747.821]"
736.38,0,"(733.84, 738.213]"
712.48,0,"(706.339, 714.108]"
744.86,0,"(742.46, 747.821]"
729.96,0,"(729.815, 733.84]"
722.92,0,"(719.884, 725.226]"
731.9,1,"(729.815, 733.84]"
741.89,0,"(738.213, 742.46]"
749.13,0,"(747.821, 763.22]"
732.33,0,"(729.815, 733.84]"
727.09,0,"(725.226, 729.815]"
729.69,0,"(725.226, 729.815]"
709.55,0,"(706.339, 714.108]"
724.1,0,"(719.884, 725.226]"
718.09,0,"(714.108, 719.884]"
737.21,0,"(733.84, 738.213]"
736.4,0,"(733.84, 738.213]"
752.31,0,"(747.821, 763.22]"
728.47,0,"(725.226, 729.815]"
739.76,0,"(738.213, 742.46]"
739.7,0,"(738.213, 742.46]"
743.81,0,"(742.46, 747.821]"
753.99,0,"(747.821, 763.22]"
726.23,0,"(725.226, 729.815]"
726.31,0,"(725.226, 729.815]"
744.03,0,"(742.46, 747.821]"
734.52,0,"(733.84, 738.213]"
720.74,0,"(719.884, 725.226]"
703.53,0,"(692.399, 706.339]"
712.59,0,"(706.339, 714.108]"
717.43,0,"(714.108, 719.884]"
728.57,0,"(725.226, 729.815]"
746.85,0,"(742.46, 747.821]"
750.01,0,"(747.821, 763.22]"
718.71,0,"(714.108, 719.884]"
735.28,0,"(733.84, 738.213]"
703.9,0,"(692.399, 706.339]"
735.53,0,"(733.84, 738.213]"
746.96,0,"(742.46, 747.821]"
743.75,0,"(742.46, 747.821]"
737.32,0,"(733.84, 738.213]"
700.16,0,"(692.399, 706.339]"
744.27,0,"(742.46, 747.821]"
696.31,0,"(692.399, 706.339]"
715.67,0,"(714.108, 719.884]"
728.0,0,"(725.226, 729.815]"
736.59,1,"(733.84, 738.213]"
698.16,1,"(692.399, 706.339]"
739.79,0,"(738.213, 742.46]"
732.7,0,"(729.815, 733.84]"
708.42,0,"(706.339, 714.108]"
728.2,0,"(725.226, 729.815]"
746.46,0,"(742.46, 747.821]"
729.48,0,"(725.226, 729.815]"
729.4,0,"(725.226, 729.815]"
718.64,0,"(714.108, 719.884]"
750.69,0,"(747.821, 763.22]"
700.74,0,"(692.399, 706.339]"
702.43,0,"(692.399, 706.339]"
747.52,0,"(742.46, 747.821]"
709.73,0,"(706.339, 714.108]"
725.21,0,"(719.884, 725.226]"
713.72,0,"(706.339, 714.108]"
711.87,0,"(706.339, 714.108]"
729.09,0,"(725.226, 729.815]"
715.64,0,"(714.108, 719.884]"
750.3,0,"(747.821, 763.22]"
718.29,0,"(714.108, 719.884]"
747.51,0,"(742.46, 747.821]"
711.04,0,"(706.339, 714.108]"
738.68,0,"(738.213, 742.46]"
717.51,0,"(714.108, 719.884]"
723.3,0,"(719.884, 725.226]"
745.3,0,"(742.46, 747.821]"
719.81,0,"(714.108, 719.884]"
731.67,0,"(729.815, 733.84]"
731.25,0,"(729.815, 733.84]"
728.8,1,"(725.226, 729.815]"
734.8,0,"(733.84, 738.213]"
735.73,0,"(733.84, 738.213]"
699.64,1,"(692.399, 706.339]"
736.65,0,"(733.84, 738.213]"
694.24,1,"(692.399, 706.339]"
746.23,0,"(742.46, 747.821]"
735.39,0,"(733.84, 738.213]"
715.59,0,"(714.108, 719.884]"
742.37,0,"(738.213, 742.46]"
713.88,0,"(706.339, 714.108]"
720.79,0,"(719.884, 725.226]"
724.79,0,"(719.884, 725.226]"
704.24,1,"(692.399, 706.339]"
724.15,0,"(719.884, 725.226]"
731.13,0,"(729.815, 733.84]"
724.68,0,"(719.884, 725.226]"
726.0,0,"(725.226, 729.815]"
711.15,1,"(706.339, 714.108]"
713.13,0,"(706.339, 714.108]"
734.33,0,"(733.84, 738.213]"
743.09,0,"(742.46, 747.821]"
700.48,0,"(692.399, 706.339]"
704.74,1,"(692.399, 706.339]"
722.29,0,"(719.884, 725.226]"
719.83,0,"(714.108, 719.884]"
741.51,0,"(738.213, 742.46]"
712.95,0,"(706.339, 714.108]"
722.46,0,"(719.884, 725.226]"
717.77,0,"(714.108, 719.884]"
729.87,0,"(729.815, 733.84]"
761.49,0,"(747.821, 763.22]"
747.57,0,"(742.46, 747.821]"
734.5,0,"(733.84, 738.213]"
732.77,0,"(729.815, 733.84]"
731.76,0,"(729.815, 733.84]"
720.27,0,"(719.884, 725.226]"
719.52,0,"(714.108, 719.884]"
715.36,0,"(714.108, 719.884]"
737.87,0,"(733.84, 738.213]"
743.88,0,"(742.46, 747.821]"
716.18,0,"(714.108, 719.884]"
724.47,0,"(719.884, 725.226]"
700.41,1,"(692.399, 706.339]"
721.26,1,"(719.884, 725.226]"
715.06,0,"(714.108, 719.884]"
750.94,0,"(747.821, 763.22]"
722.83,0,"(719.884, 725.226]"
738.94,0,"(738.213, 742.46]"
731.52,0,"(729.815, 733.84]"
732.59,0,"(729.815, 733.84]"
745.82,0,"(742.46, 747.821]"
709.5,0,"(706.339, 714.108]"
709.45,0,"(706.339, 714.108]"
733.05,0,"(729.815, 733.84]"
744.95,0,"(742.46, 747.821]"
726.62,0,"(725.226, 729.815]"
758.81,0,"(747.821, 763.22]"
704.01,0,"(692.399, 706.339]"
708.33,0,"(706.339, 714.108]"
737.92,0,"(733.84, 738.213]"
733.2,0,"(729.815, 733.84]"
705.92,1,"(692.399, 706.339]"
707.66,0,"(706.339, 714.108]"
716.03,0,"(714.108, 719.884]"
725.3,0,"(725.226, 729.815]"
746.22,0,"(742.46, 747.821]"
709.01,1,"(706.339, 714.108]"
741.59,0,"(738.213, 742.46]"
702.75,0,"(692.399, 706.339]"
712.5,0,"(706.339, 714.108]"
735.93,0,"(733.84, 738.213]"
721.97,0,"(719.884, 725.226]"
704.15,0,"(692.399, 706.339]"
719.91,0,"(719.884, 725.226]"
708.87,1,"(706.339, 714.108]"
699.01,0,"(692.399, 706.339]"
738.22,0,"(738.213, 742.46]"
742.3,1,"(738.213, 742.46]"
720.41,0,"(719.884, 725.226]"
739.67,0,"(738.213, 742.46]"
708.98,0,"(706.339, 714.108]"
705.49,0,"(692.399, 706.339]"
740.92,0,"(738.213, 742.46]"
732.12,0,"(729.815, 733.84]"
701.68,1,"(692.399, 706.339]"
718.3,1,"(714.108, 719.884]"
734.77,0,"(733.84, 738.213]"
739.61,0,"(738.213, 742.46]"
737.99,0,"(733.84, 738.213]"
736.7,0,"(733.84, 738.213]"
752.51,0,"(747.821, 763.22]"
741.8,0,"(738.213, 742.46]"
734.24,0,"(733.84, 738.213]"
753.38,1,"(747.821, 763.22]"
703.15,1,"(692.399, 706.339]"
716.24,0,"(714.108, 719.884]"
731.16,0,"(729.815, 733.84]"
729.02,0,"(725.226, 729.815]"
719.95,0,"(719.884, 725.226]"
716.83,0,"(714.108, 719.884]"
729.25,0,"(725.226, 729.815]"
720.13,0,"(719.884, 725.226]"
740.99,0,"(738.213, 742.46]"
732.9,0,"(729.815, 733.84]"
741.36,0,"(738.213, 742.46]"
725.41,0,"(725.226, 729.815]"
728.35,0,"(725.226, 729.815]"
726.86,0,"(725.226, 729.815]"
732.82,0,"(729.815, 733.84]"
722.92,0,"(719.884, 725.226]"
714.13,0,"(714.108, 719.884]"
745.88,0,"(742.46, 747.821]"
717.08,0,"(714.108, 719.884]"
760.39,1,"(747.821, 763.22]"
725.19,0,"(719.884, 725.226]"
731.65,0,"(729.815, 733.84]"
729.81,0,"(725.226, 729.815]"
728.12,0,"(725.226, 729.815]"
734.16,0,"(733.84, 738.213]"
734.96,0,"(733.84, 738.213]"
742.89,0,"(742.46, 747.821]"
733.95,0,"(733.84, 738.213]"
720.91,1,"(719.884, 725.226]"
755.77,0,"(747.821, 763.22]"
733.92,0,"(733.84, 738.213]"
741.26,0,"(738.213, 742.46]"
703.21,0,"(692.399, 706.339]"
734.13,0,"(733.84, 738.213]"
739.69,0,"(738.213, 742.46]"
738.43,0,"(738.213, 742.46]"
724.02,0,"(719.884, 725.226]"
736.8,0,"(733.84, 738.213]"
728.75,0,"(725.226, 729.815]"
744.34,0,"(742.46, 747.821]"
749.33,0,"(747.821, 763.22]"
741.28,0,"(738.213, 742.46]"
724.57,0,"(719.884, 725.226]"
722.13,0,"(719.884, 725.226]"
751.95,0,"(747.821, 763.22]"
728.9,0,"(725.226, 729.815]"
729.66,0,"(725.226, 729.815]"
711.13,0,"(706.339, 714.108]"
717.15,0,"(714.108, 719.884]"
729.13,0,"(725.226, 729.815]"
741.36,0,"(738.213, 742.46]"
738.88,0,"(738.213, 742.46]"
738.33,0,"(738.213, 742.46]"
698.94,0,"(692.399, 706.339]"
745.12,0,"(742.46, 747.821]"
722.55,0,"(719.884, 725.226]"
720.33,0,"(719.884, 725.226]"
742.81,0,"(742.46, 747.821]"
744.09,0,"(742.46, 747.821]"
723.6,0,"(719.884, 725.226]"
727.24,0,"(725.226, 729.815]"
702.64,1,"(692.399, 706.339]"
730.45,1,"(729.815, 733.84]"
747.59,0,"(742.46, 747.821]"
743.93,0,"(742.46, 747.821]"
715.81,1,"(714.108, 719.884]"
730.01,0,"(729.815, 733.84]"
738.94,0,"(738.213, 742.46]"
746.1,0,"(742.46, 747.821]"
731.17,0,"(729.815, 733.84]"
718.87,0,"(714.108, 719.884]"
727.34,0,"(725.226, 729.815]"
735.76,0,"(733.84, 738.213]"
748.91,0,"(747.821, 763.22]"
753.03,0,"(747.821, 763.22]"
736.26,0,"(733.84, 738.213]"
752.66,0,"(747.821, 763.22]"
723.61,0,"(719.884, 725.226]"
749.18,0,"(747.821, 763.22]"
749.33,0,"(747.821, 763.22]"
719.72,0,"(714.108, 719.884]"
718.31,0,"(714.108, 719.884]"
702.07,1,"(692.399, 706.339]"
732.76,0,"(729.815, 733.84]"
741.24,0,"(738.213, 742.46]"
727.79,0,"(725.226, 729.815]"
729.43,0,"(725.226, 729.815]"
750.97,0,"(747.821, 763.22]"
742.35,0,"(738.213, 742.46]"
722.57,0,"(719.884, 725.226]"
712.87,0,"(706.339, 714.108]"
722.31,0,"(719.884, 725.226]"
723.2,0,"(719.884, 725.226]"
725.61,0,"(725.226, 729.815]"
724.35,0,"(719.884, 725.226]"
725.2,1,"(719.884, 725.226]"
737.56,0,"(733.84, 738.213]"
722.08,0,"(719.884, 725.226]"
723.46,0,"(719.884, 725.226]"
698.03,1,"(692.399, 706.339]"
721.54,0,"(719.884, 725.226]"
737.18,0,"(733.84, 738.213]"
726.6,0,"(725.226, 729.815]"
752.37,0,"(747.821, 763.22]"
738.77,0,"(738.213, 742.46]"
747.42,0,"(742.46, 747.821]"
742.17,0,"(738.213, 742.46]"
700.07,1,"(692.399, 706.339]"
744.06,0,"(742.46, 747.821]"
728.25,0,"(725.226, 729.815]"
756.03,0,"(747.821, 763.22]"
726.43,0,"(725.226, 729.815]"
709.49,0,"(706.339, 714.108]"
724.76,1,"(719.884, 725.226]"
703.85,0,"(692.399, 706.339]"
734.93,0,"(733.84, 738.213]"
736.73,0,"(733.84, 738.213]"
740.55,0,"(738.213, 742.46]"
727.31,0,"(725.226, 729.815]"
723.06,0,"(719.884, 725.226]"
740.4,0,"(738.213, 742.46]"
744.58,0,"(742.46, 747.821]"
723.83,0,"(719.884, 725.226]"
751.16,0,"(747.821, 763.22]"
707.74,1,"(706.339, 714.108]"
746.58,0,"(742.46, 747.821]"
704.91,0,"(692.399, 706.339]"
731.3,0,"(729.815, 733.84]"
735.83,0,"(733.84, 738.213]"
721.95,0,"(719.884, 725.226]"
741.89,0,"(738.213, 742.46]"
703.51,0,"(692.399, 706.339]"
738.29,0,"(738.213, 742.46]"
744.28,0,"(742.46, 747.821]"
743.24,1,"(742.46, 747.821]"
735.51,0,"(733.84, 738.213]"
727.04,0,"(725.226, 729.815]"
735.2,0,"(733.84, 738.213]"
726.42,0,"(725.226, 729.815]"
733.23,0,"(729.815, 733.84]"
741.49,0,"(738.213, 742.46]"
736.2,0,"(733.84, 738.213]"
704.13,0,"(692.399, 706.339]"
710.9,0,"(706.339, 714.108]"
722.26,0,"(719.884, 725.226]"
741.21,0,"(738.213, 742.46]"
748.01,0,"(747.821, 763.22]"
707.77,0,"(706.339, 714.108]"
718.84,0,"(714.108, 719.884]"
735.93,0,"(733.84, 738.213]"
732.81,0,"(729.815, 733.84]"
741.61,0,"(738.213, 742.46]"
722.64,0,"(719.884, 725.226]"
747.49,0,"(742.46, 747.821]"
730.51,1,"(729.815, 733.84]"
719.05,0,"(714.108, 719.884]"
738.28,0,"(738.213, 742.46]"
736.66,0,"(733.84, 738.213]"
722.46,0,"(719.884, 725.226]"
756.8,0,"(747.821, 763.22]"
759.48,0,"(747.821, 763.22]"
703.75,0,"(692.399, 706.339]"
757.29,0,"(747.821, 763.22]"
746.66,0,"(742.46, 747.821]"
731.04,0,"(729.815, 733.84]"
743.38,0,"(742.46, 747.821]"
743.06,0,"(742.46, 747.821]"
711.74,0,"(706.339, 714.108]"
737.62,0,"(733.84, 738.213]"
719.49,0,"(714.108, 719.884]"
714.39,0,"(714.108, 719.884]"
713.09,0,"(706.339, 714.108]"
735.34,0,"(733.84, 738.213]"
706.75,0,"(706.339, 714.108]"
753.76,0,"(747.821, 763.22]"
699.12,1,"(692.399, 706.339]"
741.12,0,"(738.213, 742.46]"
742.15,0,"(738.213, 742.46]"
704.28,1,"(692.399, 706.339]"
747.58,0,"(742.46, 747.821]"
727.27,0,"(725.226, 729.815]"
726.27,0,"(725.226, 729.815]"
725.23,0,"(725.226, 729.815]"
718.43,0,"(714.108, 719.884]"
732.15,0,"(729.815, 733.84]"
715.28,0,"(714.108, 719.884]"
719.66,0,"(714.108, 719.884]"
752.7,0,"(747.821, 763.22]"
730.06,0,"(729.815, 733.84]"
707.57,0,"(706.339, 714.108]"
738.2,0,"(733.84, 738.213]"
747.76,0,"(742.46, 747.821]"
739.98,0,"(738.213, 742.46]"
726.67,0,"(725.226, 729.815]"
731.73,0,"(729.815, 733.84]"
736.71,1,"(733.84, 738.213]"
738.28,0,"(738.213, 742.46]"
713.71,1,"(706.339, 714.108]"
723.49,0,"(719.884, 725.226]"
733.61,0,"(729.815, 733.84]"
720.63,0,"(719.884, 725.226]"
733.91,0,"(733.84, 738.213]"
731.09,0,"(729.815, 733.84]"
711.07,1,"(706.339, 714.108]"
703.96,0,"(692.399, 706.339]"
740.22,0,"(738.213, 742.46]"
714.15,0,"(714.108, 719.884]"
734.17,0,"(733.84, 738.213]"
729.96,0,"(729.815, 733.84]"
730.07,0,"(729.815, 733.84]"
714.59,0,"(714.108, 719.884]"
735.47,0,"(733.84, 738.213]"
697.79,1,"(692.399, 706.339]"
721.59,0,"(719.884, 725.226]"
724.29,0,"(719.884, 725.226]"
742.75,0,"(742.46, 747.821]"
748.35,0,"(747.821, 763.22]"
718.29,0,"(714.108, 719.884]"
732.34,0,"(729.815, 733.84]"
724.29,0,"(719.884, 725.226]"
739.19,0,"(738.213, 742.46]"
728.99,0,"(725.226, 729.815]"
721.55,0,"(719.884, 725.226]"
756.61,0,"(747.821, 763.22]"
756.22,0,"(747.821, 763.22]"
720.34,0,"(719.884, 725.226]"
741.14,0,"(738.213, 742.46]"
714.12,0,"(714.108, 719.884]"
722.46,0,"(719.884, 725.226]"
742.79,0,"(742.46, 747.821]"
753.87,0,"(747.821, 763.22]"
713.22,0,"(706.339, 714.108]"
736.51,0,"(733.84, 738.213]"
740.77,0,"(738.213, 742.46]"
751.17,0,"(747.821, 763.22]"
755.51,0,"(747.821, 763.22]"
734.57,0,"(733.84, 738.213]"
761.58,0,"(747.821, 763.22]"
721.2,0,"(719.884, 725.226]"
725.84,0,"(725.226, 729.815]"
714.06,0,"(706.339, 714.108]"
744.57,0,"(742.46, 747.821]"
692.94,1,"(692.399, 706.339]"
726.28,0,"(725.226, 729.815]"
715.45,0,"(714.108, 719.884]"
731.69,0,"(729.815, 733.84]"
752.25,0,"(747.821, 763.22]"
710.0,0,"(706.339, 714.108]"
738.81,0,"(738.213, 742.46]"
751.16,0,"(747.821, 763.22]"
732.29,0,"(729.815, 733.84]"
758.36,0,"(747.821, 763.22]"
732.45,0,"(729.815, 733.84]"
717.51,0,"(714.108, 719.884]"
737.94,0,"(733.84, 738.213]"
727.9,1,"(725.226, 729.815]"
700.79,0,"(692.399, 706.339]"
719.78,0,"(714.108, 719.884]"
731.86,0,"(729.815, 733.84]"
729.03,1,"(725.226, 729.815]"
720.21,0,"(719.884, 725.226]"
711.09,0,"(706.339, 714.108]"
723.66,0,"(719.884, 725.226]"
703.9,0,"(692.399, 706.339]"
721.85,0,"(719.884, 725.226]"
728.6,0,"(725.226, 729.815]"
724.72,0,"(719.884, 725.226]"
714.35,0,"(714.108, 719.884]"
738.24,0,"(738.213, 742.46]"
746.6,0,"(742.46, 747.821]"
735.4,0,"(733.84, 738.213]"
725.6,0,"(725.226, 729.815]"
718.36,0,"(714.108, 719.884]"
726.18,0,"(725.226, 729.815]"
712.4,1,"(706.339, 714.108]"
745.2,0,"(742.46, 747.821]"
720.34,0,"(719.884, 725.226]"
737.28,0,"(733.84, 738.213]"
724.56,0,"(719.884, 725.226]"
719.69,1,"(714.108, 719.884]"
733.72,0,"(729.815, 733.84]"
720.51,0,"(719.884, 725.226]"
735.01,0,"(733.84, 738.213]"
732.21,0,"(729.815, 733.84]"
725.22,0,"(719.884, 725.226]"
753.67,0,"(747.821, 763.22]"
711.86,0,"(706.339, 714.108]"
749.41,0,"(747.821, 763.22]"
727.37,0,"(725.226, 729.815]"
729.18,0,"(725.226, 729.815]"
712.24,0,"(706.339, 714.108]"
717.24,1,"(714.108, 719.884]"
731.78,0,"(729.815, 733.84]"
706.6,0,"(706.339, 714.108]"
721.41,0,"(719.884, 725.226]"
717.53,0,"(714.108, 719.884]"
733.35,0,"(729.815, 733.84]"
718.01,0,"(714.108, 719.884]"
750.02,0,"(747.821, 763.22]"
739.95,0,"(738.213, 742.46]"
744.52,0,"(742.46, 747.821]"
735.23,0,"(733.84, 738.213]"
717.0,0,"(714.108, 719.884]"
732.75,0,"(729.815, 733.84]"
732.81,0,"(729.815, 733.84]"
726.36,0,"(725.226, 729.815]"
733.55,0,"(729.815, 733.84]"
730.05,0,"(729.815, 733.84]"
701.32,0,"(692.399, 706.339]"
735.72,0,"(733.84, 738.213]"
730.65,0,"(729.815, 733.84]"
725.21,0,"(719.884, 725.226]"
750.65,0,"(747.821, 763.22]"
727.95,0,"(725.226, 729.815]"
739.67,0,"(738.213, 742.46]"
719.76,0,"(714.108, 719.884]"
740.19,0,"(738.213, 742.46]"
738.4,0,"(738.213, 742.46]"
744.61,0,"(742.46, 747.821]"
756.42,0,"(747.821, 763.22]"
745.8,0,"(742.46, 747.821]"
757.19,0,"(747.821, 763.22]"
712.91,0,"(706.339, 714.108]"
704.12,1,"(692.399, 706.339]"
727.87,0,"(725.226, 729.815]"
725.44,0,"(725.226, 729.815]"
745.57,0,"(742.46, 747.821]"
709.14,0,"(706.339, 714.108]"
740.69,0,"(738.213, 742.46]"
751.12,0,"(747.821, 763.22]"
730.0,0,"(729.815, 733.84]"
721.86,0,"(719.884, 725.226]"
737.88,0,"(733.84, 738.213]"
741.99,0,"(738.213, 742.46]"
720.07,1,"(719.884, 725.226]"
714.19,0,"(714.108, 719.884]"
734.37,0,"(733.84, 738.213]"
729.88,0,"(729.815, 733.84]"
741.32,0,"(738.213, 742.46]"
734.6,0,"(733.84, 738.213]"
749.04,0,"(747.821, 763.22]"
745.74,0,"(742.46, 747.821]"
708.51,1,"(706.339, 714.108]"
734.47,0,"(733.84, 738.213]"
729.09,0,"(725.226, 729.815]"
719.39,0,"(714.108, 719.884]"
717.04,0,"(714.108, 719.884]"
733.79,0,"(729.815, 733.84]"
715.0,1,"(714.108, 719.884]"
722.95,0,"(719.884, 725.226]"
720.6,0,"(719.884, 725.226]"
742.37,0,"(738.213, 742.46]"
723.41,0,"(719.884, 725.226]"
701.13,0,"(692.399, 706.339]"
720.38,0,"(719.884, 725.226]"
731.56,0,"(729.815, 733.84]"
753.82,0,"(747.821, 763.22]"
741.75,0,"(738.213, 742.46]"
716.6,0,"(714.108, 719.884]"
722.68,0,"(719.884, 725.226]"
713.76,0,"(706.339, 714.108]"
715.4,0,"(714.108, 719.884]"
725.78,0,"(725.226, 729.815]"
744.56,0,"(742.46, 747.821]"
725.85,0,"(725.226, 729.815]"
721.17,0,"(719.884, 725.226]"
746.63,0,"(742.46, 747.821]"
736.71,0,"(733.84, 738.213]"
741.09,0,"(738.213, 742.46]"
760.63,0,"(747.821, 763.22]"
721.39,0,"(719.884, 725.226]"
747.93,0,"(747.821, 763.22]"
751.07,0,"(747.821, 763.22]"
751.75,0,"(747.821, 763.22]"
745.28,0,"(742.46, 747.821]"
744.7,0,"(742.46, 747.821]"
724.97,0,"(719.884, 725.226]"
739.93,0,"(738.213, 742.46]"
763.22,0,"(747.821, 763.22]"
727.27,0,"(725.226, 729.815]"
720.67,1,"(719.884, 725.226]"
740.69,0,"(738.213, 742.46]"
729.09,0,"(725.226, 729.815]"
728.48,0,"(725.226, 729.815]"
709.01,0,"(706.339, 714.108]"
725.96,0,"(725.226, 729.815]"
727.42,1,"(725.226, 729.815]"
732.03,0,"(729.815, 733.84]"
702.78,0,"(692.399, 706.339]"
715.09,0,"(714.108, 719.884]"
745.53,0,"(742.46, 747.821]"
738.69,0,"(738.213, 742.46]"
711.85,0,"(706.339, 714.108]"
740.13,0,"(738.213, 742.46]"
696.7,1,"(692.399, 706.339]"
747.95,0,"(747.821, 763.22]"
732.19,0,"(729.815, 733.84]"
749.18,0,"(747.821, 763.22]"
745.73,0,"(742.46, 747.821]"
731.55,0,"(729.815, 733.84]"
734.87,0,"(733.84, 738.213]"
733.32,0,"(729.815, 733.84]"
747.13,0,"(742.46, 747.821]"
735.72,0,"(733.84, 738.213]"
705.04,0,"(692.399, 706.339]"
746.58,0,"(742.46, 747.821]"
722.87,0,"(719.884, 725.226]"
723.54,0,"(719.884, 725.226]"
732.4,0,"(729.815, 733.84]"
721.54,0,"(719.884, 725.226]"
739.58,0,"(738.213, 742.46]"
742.87,0,"(742.46, 747.821]"
753.98,0,"(747.821, 763.22]"
721.94,0,"(719.884, 725.226]"
734.08,0,"(733.84, 738.213]"
742.29,0,"(738.213, 742.46]"
748.27,0,"(747.821, 763.22]"
712.91,0,"(706.339, 714.108]"
724.54,0,"(719.884, 725.226]"
714.56,0,"(714.108, 719.884]"
757.31,0,"(747.821, 763.22]"
744.1,0,"(742.46, 747.821]"
718.27,0,"(714.108, 719.884]"
714.92,0,"(714.108, 719.884]"
700.85,0,"(692.399, 706.339]"
741.02,0,"(738.213, 742.46]"
712.87,0,"(706.339, 714.108]"
740.51,0,"(738.213, 742.46]"
745.64,0,"(742.46, 747.821]"
742.78,0,"(742.46, 747.821]"
707.71,0,"(706.339, 714.108]"
733.49,1,"(729.815, 733.84]"
741.09,0,"(738.213, 742.46]"
735.36,0,"(733.84, 738.213]"
733.32,0,"(729.815, 733.84]"
750.57,0,"(747.821, 763.22]"
738.34,0,"(738.213, 742.46]"
714.2,0,"(714.108, 719.884]"
727.51,0,"(725.226, 729.815]"
717.21,0,"(714.108, 719.884]"
749.47,0,"(747.821, 763.22]"
719.91,0,"(719.884, 725.226]"
736.51,0,"(733.84, 738.213]"
732.15,0,"(729.815, 733.84]"
706.31,0,"(692.399, 706.339]"
754.14,0,"(747.821, 763.22]"
712.27,1,"(706.339, 714.108]"
714.04,0,"(706.339, 714.108]"
714.5,0,"(714.108, 719.884]"
730.79,0,"(729.815, 733.84]"
741.93,0,"(738.213, 742.46]"
733.3,0,"(729.815, 733.84]"
717.18,0,"(714.108, 719.884]"
715.06,0,"(714.108, 719.884]"
724.12,0,"(719.884, 725.226]"
704.44,0,"(692.399, 706.339]"
740.8,0,"(738.213, 742.46]"
755.08,0,"(747.821, 763.22]"
744.16,0,"(742.46, 747.821]"
725.64,0,"(725.226, 729.815]"
725.4,0,"(725.226, 729.815]"
730.62,0,"(729.815, 733.84]"
704.83,0,"(692.399, 706.339]"
750.17,0,"(747.821, 763.22]"
702.17,0,"(692.399, 706.339]"
700.88,0,"(692.399, 706.339]"
715.51,0,"(714.108, 719.884]"
723.81,0,"(719.884, 725.226]"
727.27,0,"(725.226, 729.815]"
749.6,0,"(747.821, 763.22]"
739.22,0,"(738.213, 742.46]"
724.06,0,"(719.884, 725.226]"
713.78,0,"(706.339, 714.108]"
753.39,0,"(747.821, 763.22]"
736.76,0,"(733.84, 738.213]"
713.52,1,"(706.339, 714.108]"
731.06,0,"(729.815, 733.84]"
735.06,0,"(733.84, 738.213]"
722.85,0,"(719.884, 725.226]"
723.97,1,"(719.884, 725.226]"
720.74,0,"(719.884, 725.226]"
718.93,0,"(714.108, 719.884]"
734.99,0,"(733.84, 738.213]"
753.31,0,"(747.821, 763.22]"
702.31,1,"(692.399, 706.339]"
711.96,0,"(706.339, 714.108]"
712.7,0,"(706.339, 714.108]"
